Tanggal,Tahun,Bulan,T_avg,RH_avg,RR,Prediction_base_on_RH,Prediction_base_on_T
2020-10-04,2020,10,28.4,74.0,12.5,5.559500363934518,8.583791140422079
2020-10-05,2020,10,28.8,68.0,17.3,0.0,6.0550317302307235
2020-10-06,2020,10,28.8,67.0,0.0,0.0,6.0550317302307235
2020-10-07,2020,10,29.7,68.0,0.0,0.0,0.3653230573002588
2020-10-08,2020,10,29.3,71.0,0.0,2.319972474838309,2.894082467491586
2020-10-09,2020,10,28.7,77.0,8.0,8.799028253030713,6.687221582778562
2020-10-10,2020,10,28.8,75.0,0.0,6.6393429936332495,6.0550317302307235
2020-10-11,2020,10,28.5,77.0,6.6,8.799028253030713,7.95160128787424
2020-10-12,2020,10,29.7,68.0,0.0,0.0,0.3653230573002588
2020-10-13,2020,10,29.5,70.0,0.0,1.2401298451395775,1.6297027623959082
2020-10-14,2020,10,29.8,70.0,0.0,1.2401298451395775,0.0
2020-10-15,2020,10,30.0,67.0,0.0,0.0,0.0
2020-10-16,2020,10,28.4,75.0,0.0,6.6393429936332495,8.583791140422079
2020-10-17,2020,10,28.7,75.0,48.5,6.6393429936332495,6.687221582778562
2020-10-18,2020,10,28.8,75.0,0.0,6.6393429936332495,6.0550317302307235
2020-10-19,2020,10,28.6,79.0,0.0,10.958713512428176,7.319411435326401
2020-10-20,2020,10,28.6,78.0,10.5,9.878870882729444,7.319411435326401
2020-10-21,2020,10,27.3,82.0,24.6,14.198241401524385,15.537879518448221
2020-10-22,2020,10,28.8,76.0,57.6,7.719185623331981,6.0550317302307235
2020-10-23,2020,10,29.8,68.0,0.0,0.0,0.0
2020-10-24,2020,10,29.2,72.0,0.0,3.3998151045370406,3.526272320039425
2020-10-25,2020,10,28.2,78.0,0.0,9.878870882729444,9.848170845517728
2020-10-26,2020,10,27.4,82.0,0.8,14.198241401524385,14.905689665900383
2020-10-27,2020,10,27.0,82.0,5.4,14.198241401524385,17.43444907609171
2020-10-28,2020,10,28.3,80.0,15.0,12.038556142126907,9.21598099296989
2020-10-29,2020,10,29.4,74.0,1.5,5.559500363934518,2.261892614943747
2020-10-30,2020,10,29.1,76.0,0.0,7.719185623331981,4.158462172587235
2020-10-31,2020,10,28.1,77.0,0.0,8.799028253030713,10.480360698065539
2020-11-01,2020,11,27.7,81.0,5.5,6.971692350235024,6.984498779799026
2020-11-02,2020,11,28.6,75.0,7.0,3.1568528620629053,4.117738475153473
2020-11-03,2020,11,28.8,74.0,0.0,2.5210462807008867,3.480680629676698
2020-11-04,2020,11,28.6,74.0,0.0,2.5210462807008867,4.117738475153473
2020-11-05,2020,11,27.3,83.0,3.0,8.243305512959061,8.258614470752605
2020-11-06,2020,11,27.7,86.0,5.0,10.150725257045117,6.984498779799026
2020-11-07,2020,11,28.9,80.0,10.0,6.3358857688730055,3.162151706938303
2020-11-08,2020,11,27.8,80.0,0.0,6.3358857688730055,6.665969857060631
2020-11-09,2020,11,29.1,71.0,1.0,0.6136265366148308,2.5250938614615137
2020-11-10,2020,11,29.5,77.0,0.0,4.4284660247869425,1.2509781705079348
2020-11-11,2020,11,29.9,72.0,0.0,1.2494331179768494,0.0
2020-11-12,2020,11,29.8,74.0,3.6,2.5210462807008867,0.2953914022927506
2020-11-13,2020,11,30.4,76.0,0.0,3.792659443424924,0.0
2020-11-14,2020,11,30.5,71.0,0.0,0.6136265366148308,0.0
2020-11-15,2020,11,30.7,68.0,0.0,0.0,0.0
2020-11-16,2020,11,29.7,74.0,0.0,2.5210462807008867,0.6139203250311596
2020-11-17,2020,11,29.3,78.0,0.0,5.064272606148961,1.8880360159847243
2020-11-18,2020,11,29.3,76.0,0.0,3.792659443424924,1.8880360159847243
2020-11-19,2020,11,30.2,72.0,0.0,1.2494331179768494,0.0
2020-11-20,2020,11,29.7,77.0,0.0,4.4284660247869425,0.6139203250311596
2020-11-21,2020,11,29.2,76.0,0.0,3.792659443424924,2.206564938723119
2020-11-22,2020,11,28.5,77.0,0.0,4.4284660247869425,4.436267397891882
2020-11-23,2020,11,28.0,81.0,0.0,6.971692350235024,6.0289120115838415
2020-11-24,2020,11,28.1,77.0,1.0,4.4284660247869425,5.710383088845447
2020-11-25,2020,11,28.3,78.0,15.0,5.064272606148961,5.073325243368657
2020-11-26,2020,11,28.7,77.0,26.0,4.4284660247869425,3.7992095524150926
2020-11-27,2020,11,29.4,70.0,0.0,0.0,1.5695070932463437
2020-11-28,2020,11,28.5,79.0,9.0,5.70007918751098,4.436267397891882
2020-11-29,2020,11,28.4,74.0,0.2,2.5210462807008867,4.754796320630277
2020-11-30,2020,11,27.8,76.0,1.0,3.792659443424924,6.665969857060631
2020-12-01,2020,12,29.4,70.0,0.0,0.0,0.0
2020-12-02,2020,12,29.4,70.0,0.0,0.0,0.0
2020-12-03,2020,12,26.9,79.0,5.0,5.329465346534668,9.844490920298156
2020-12-04,2020,12,27.8,80.0,1.4,6.061969196919705,5.714647327784064
2020-12-05,2020,12,27.5,80.0,14.4,6.061969196919705,7.09126185862209
2020-12-06,2020,12,26.0,90.0,32.5,13.387007700770141,13.974334512812234
2020-12-07,2020,12,26.1,88.0,34.8,11.922000000000054,13.515463002532883
2020-12-08,2020,12,28.4,78.0,7.2,4.596961496149625,2.961418266108012
2020-12-09,2020,12,28.9,75.0,9.3,2.399449944994494,0.6670607147113117
2020-12-10,2020,12,27.8,80.0,0.0,6.061969196919705,5.714647327784064
2020-12-11,2020,12,28.1,80.0,0.4,6.061969196919705,4.338032796946038
2020-12-12,2020,12,27.7,78.0,4.8,4.596961496149625,6.173518838063416
2020-12-13,2020,12,27.0,83.0,0.0,8.259480748074836,9.385619410018805
2020-12-14,2020,12,28.0,76.0,0.0,3.1319537953795376,4.79690430722539
2020-12-15,2020,12,27.7,78.0,0.0,4.596961496149625,6.173518838063416
2020-12-16,2020,12,28.1,76.0,9.0,3.1319537953795376,4.338032796946038
2020-12-17,2020,12,27.5,79.0,6.0,5.329465346534668,7.09126185862209
2020-12-18,2020,12,28.3,74.0,0.0,1.6669460946094503,3.4202897763873636
2020-12-19,2020,12,28.2,74.0,0.0,1.6669460946094503,3.879161286666715
2020-12-20,2020,12,27.2,81.0,0.0,6.7944730473047485,8.46787638946013
2020-12-21,2020,12,27.4,76.0,4.2,3.1319537953795376,7.550133368901442
2020-12-22,2020,12,28.6,73.0,0.0,0.9344422442244067,2.0436752455493377
2020-12-23,2020,12,29.6,65.0,0.0,0.0,0.0
2020-12-24,2020,12,28.9,68.0,0.0,0.0,0.6670607147113117
2020-12-25,2020,12,29.3,67.0,0.0,0.0,0.0
2020-12-26,2020,12,28.9,70.0,0.7,0.0,0.6670607147113117
2020-12-27,2020,12,29.4,70.0,0.0,0.0,0.0
2020-12-28,2020,12,29.1,70.0,0.0,0.0,0.0
2020-12-29,2020,12,28.3,73.0,0.0,0.9344422442244067,3.4202897763873636
2020-12-30,2020,12,28.0,75.0,0.0,2.399449944994494,4.79690430722539
2020-12-31,2020,12,26.5,83.0,5.0,8.259480748074836,11.67997696141552
2021-01-01,2021,1,27.0,80.0,13.8,11.243919144148805,14.537872731075254
2021-01-02,2021,1,27.6,78.0,0.0,7.264974791141441,11.336703697678104
2021-01-03,2021,1,27.9,77.0,0.0,5.275502614637759,9.736119180979557
2021-01-04,2021,1,28.8,75.0,9.4,1.2965582616303948,4.93436563088386
2021-01-05,2021,1,28.4,76.0,0.0,3.286030438134077,7.068478319815284
2021-01-06,2021,1,27.2,85.0,8.2,21.191280026667243,13.470816386609528
2021-01-07,2021,1,26.8,84.0,40.5,19.20180785016356,15.604929075540952
2021-01-08,2021,1,27.1,85.0,2.0,21.191280026667243,14.004344558842377
2021-01-09,2021,1,26.4,87.0,14.4,25.170224379674607,17.739041764472375
2021-01-10,2021,1,27.1,82.0,34.3,15.222863497156197,14.004344558842377
2021-01-11,2021,1,27.8,78.0,0.0,7.264974791141441,10.269647353212406
2021-01-12,2021,1,27.3,82.0,0.0,15.222863497156197,12.937288214376679
2021-01-13,2021,1,27.2,83.0,13.2,17.21233567365988,13.470816386609528
2021-01-14,2021,1,27.4,81.0,0.2,13.233391320652515,12.40376004214383
2021-01-15,2021,1,27.9,79.0,0.0,9.254446967645123,9.736119180979557
2021-01-16,2021,1,29.2,70.0,0.0,0.0,2.8002529419524365
2021-01-17,2021,1,27.9,82.0,0.0,15.222863497156197,9.736119180979557
2021-01-18,2021,1,26.8,86.0,1.8,23.180752203170925,15.604929075540952
2021-01-19,2021,1,26.7,82.0,15.7,15.222863497156197,16.1384572477738
2021-01-20,2021,1,27.3,80.0,14.0,11.243919144148805,12.937288214376679
2021-01-21,2021,1,26.6,87.0,3.2,25.170224379674607,16.67198542000665
2021-01-22,2021,1,27.0,79.0,8.5,9.254446967645123,14.537872731075254
2021-01-23,2021,1,27.4,82.0,0.0,15.222863497156197,12.40376004214383
2021-01-24,2021,1,25.1,94.0,16.5,39.09652961520038,24.674908003499468
2021-01-25,2021,1,27.6,80.0,43.8,11.243919144148805,11.336703697678104
2021-01-26,2021,1,27.4,83.0,0.0,17.21233567365988,12.40376004214383
2021-01-27,2021,1,25.9,86.0,7.0,23.180752203170925,20.40668262563665
2021-01-28,2021,1,25.7,87.0,1.2,25.170224379674607,21.473738970102374
2021-01-29,2021,1,26.2,87.0,38.4,25.170224379674607,18.806098108938073
2021-01-30,2021,1,26.6,86.0,26.2,23.180752203170925,16.67198542000665
2021-01-31,2021,1,26.6,87.0,20.5,25.170224379674607,16.67198542000665
2021-02-01,2021,2,27.1,82.0,0.4,23.815147305490928,20.583174807290902
2021-02-02,2021,2,27.4,83.0,16.4,24.159284659178795,18.035555612222453
2021-02-03,2021,2,26.5,89.0,76.2,26.22410878130599,25.678413197427858
2021-02-04,2021,2,26.5,87.0,18.0,25.535834073930257,25.678413197427858
2021-02-05,2021,2,27.0,85.0,21.0,24.847559366554528,21.43238120564706
2021-02-06,2021,2,28.2,80.0,39.4,23.126872598115195,11.241904425373178
2021-02-07,2021,2,27.8,82.0,67.8,23.815147305490928,14.638730018797816
2021-02-08,2021,2,28.0,83.0,9.0,24.159284659178795,12.940317222085497
2021-02-09,2021,2,27.2,87.0,16.5,25.535834073930257,19.73396840893477
2021-02-10,2021,2,28.1,80.0,1.4,23.126872598115195,12.091110823729338
2021-02-11,2021,2,27.6,81.0,0.0,23.47100995180306,16.337142815510106
2021-02-12,2021,2,27.4,82.0,4.2,23.815147305490928,18.035555612222453
2021-02-13,2021,2,27.9,79.0,0.8,22.78273524442733,13.789523620441656
2021-02-14,2021,2,27.3,88.0,22.3,25.879971427618123,18.884762010578584
2021-02-15,2021,2,27.4,86.0,11.8,25.191696720242394,18.035555612222453
2021-02-16,2021,2,25.5,95.0,59.0,28.288932903433185,34.17047718098942
2021-02-17,2021,2,26.0,85.0,72.8,24.847559366554528,29.924445189208654
2021-02-18,2021,2,25.8,86.0,0.0,25.191696720242394,31.622857985920945
2021-02-19,2021,2,26.6,82.0,94.1,23.815147305490928,24.8292067990717
2021-02-20,2021,2,27.9,78.0,27.0,22.438597890739462,13.789523620441656
2021-02-21,2021,2,27.2,82.0,16.4,23.815147305490928,19.73396840893477
2021-02-22,2021,2,27.9,78.0,0.0,22.438597890739462,13.789523620441656
2021-02-23,2021,2,27.9,80.0,0.0,23.126872598115195,13.789523620441656
2021-02-24,2021,2,27.3,77.0,0.3,22.0944605370516,18.884762010578584
2021-02-25,2021,2,27.3,85.0,11.8,24.847559366554528,18.884762010578584
2021-02-26,2021,2,26.8,86.0,13.9,25.191696720242394,23.13079400235938
2021-02-27,2021,2,28.1,82.0,3.9,23.815147305490928,12.091110823729338
2021-02-28,2021,2,29.5,70.0,0.0,19.685499061236534,0.2022212467431359
2021-03-01,2021,3,29.3,72.0,0.2,0.4311759288697843,1.1984458806597331
2021-03-02,2021,3,27.3,82.0,20.4,8.6501633539079,11.647851472554265
2021-03-03,2021,3,27.7,82.0,35.2,8.6501633539079,9.557970354175353
2021-03-04,2021,3,28.3,78.0,1.3,5.362568383892651,6.423148676607013
2021-03-05,2021,3,27.4,82.0,3.0,8.6501633539079,11.125381192959537
2021-03-06,2021,3,26.8,86.0,0.6,11.937758323923134,14.260202870527877
2021-03-07,2021,3,27.1,85.0,67.2,11.115859581419329,12.692792031743693
2021-03-08,2021,3,27.0,80.0,2.0,7.006365868900275,13.21526231133842
2021-03-09,2021,3,27.3,80.0,3.4,7.006365868900275,11.647851472554265
2021-03-10,2021,3,27.4,83.0,40.6,9.472062096411705,11.125381192959537
2021-03-11,2021,3,26.0,82.0,35.1,8.6501633539079,18.4399651072857
2021-03-12,2021,3,27.4,83.0,1.0,9.472062096411705,11.125381192959537
2021-03-13,2021,3,28.7,74.0,0.1,2.0749734138774087,4.333267558228101
2021-03-14,2021,3,26.9,79.0,2.6,6.184467126396456,13.737732590933177
2021-03-15,2021,3,27.6,84.0,5.2,10.29396083891551,10.080440633770081
2021-03-16,2021,3,27.8,82.0,0.0,8.6501633539079,9.035500074580625
2021-03-17,2021,3,28.1,76.0,13.6,3.718770898885033,7.468089235796441
2021-03-18,2021,3,29.0,74.0,0.0,2.0749734138774087,2.765856719443917
2021-03-19,2021,3,28.9,76.0,0.0,3.718770898885033,3.2883269990386452
2021-03-20,2021,3,27.8,80.0,0.0,7.006365868900275,9.035500074580625
2021-03-21,2021,3,28.4,79.0,4.0,6.184467126396456,5.900678397012285
2021-03-22,2021,3,29.3,73.0,0.0,1.2530746713735965,1.1984458806597331
2021-03-23,2021,3,29.1,75.0,0.0,2.896872156381221,2.243386439849189
2021-03-24,2021,3,28.9,72.0,0.0,0.4311759288697843,3.2883269990386452
2021-03-25,2021,3,28.8,72.0,0.0,0.4311759288697843,3.8107972786333733
2021-03-26,2021,3,28.8,76.0,0.0,3.718770898885033,3.8107972786333733
2021-03-27,2021,3,28.3,82.0,0.0,8.6501633539079,6.423148676607013
2021-03-28,2021,3,28.8,79.0,4.5,6.184467126396456,3.8107972786333733
2021-03-29,2021,3,28.3,82.0,0.0,8.6501633539079,6.423148676607013
2021-03-30,2021,3,27.8,86.0,3.5,11.937758323923134,9.035500074580625
2021-03-31,2021,3,28.5,79.0,0.6,6.184467126396456,5.378208117417557
2021-04-01,2021,4,27.8,76.0,4.0,5.472233006926878,11.464930818467792
2021-04-02,2021,4,29.0,73.0,0.0,2.9463413585862526,5.614833426559329
2021-04-03,2021,4,26.9,88.0,73.4,15.575799600289393,15.852503862399146
2021-04-04,2021,4,27.7,84.0,1.6,12.207944069168555,11.952438934460162
2021-04-05,2021,4,28.5,78.0,0.0,7.156160772487304,8.052374006521205
2021-04-06,2021,4,29.0,71.0,0.0,1.2624135930258333,5.614833426559329
2021-04-07,2021,4,27.8,76.0,0.8,5.472233006926878,11.464930818467792
2021-04-08,2021,4,29.1,75.0,0.9,4.630269124146672,5.12732531056696
2021-04-09,2021,4,28.6,78.0,0.0,7.156160772487304,7.564865890528807
2021-04-10,2021,4,27.6,81.0,6.0,9.682052420827922,12.439947050452531
2021-04-11,2021,4,28.1,77.0,0.0,6.314196889707084,10.002406470490683
2021-04-12,2021,4,28.7,74.0,1.2,3.7883052413664657,7.077357774536466
2021-04-13,2021,4,28.0,80.0,25.5,8.840088538047716,10.489914586483053
2021-04-14,2021,4,28.0,81.0,0.0,9.682052420827922,10.489914586483053
2021-04-15,2021,4,27.3,82.0,3.4,10.524016303608143,13.902471398429668
2021-04-16,2021,4,28.3,78.0,2.7,7.156160772487304,9.027390238505944
2021-04-17,2021,4,27.6,84.0,0.0,12.207944069168555,12.439947050452531
2021-04-18,2021,4,28.6,78.0,27.7,7.156160772487304,7.564865890528807
2021-04-19,2021,4,28.7,76.0,0.0,5.472233006926878,7.077357774536466
2021-04-20,2021,4,29.1,73.0,0.0,2.9463413585862526,5.12732531056696
2021-04-21,2021,4,29.3,72.0,0.0,2.1043774758060465,4.1523090785822205
2021-04-22,2021,4,29.3,68.0,0.0,0.0,4.1523090785822205
2021-04-23,2021,4,28.2,76.0,0.0,5.472233006926878,9.514898354498314
2021-04-24,2021,4,28.5,74.0,10.5,3.7883052413664657,8.052374006521205
2021-04-25,2021,4,29.3,73.0,0.0,2.9463413585862526,4.1523090785822205
2021-04-26,2021,4,30.2,70.0,0.0,0.4204497102456273,0.0
2021-04-27,2021,4,29.9,73.0,0.0,2.9463413585862526,1.2272603826280033
2021-04-28,2021,4,28.8,78.0,0.0,7.156160772487304,6.589849658544068
2021-04-29,2021,4,29.0,76.0,56.2,5.472233006926878,5.614833426559329
2021-04-30,2021,4,28.6,80.0,0.0,8.840088538047716,7.564865890528807
2021-05-01,2021,5,29.7,76.0,0.0,3.1341463414634063,1.2272170638408113
2021-05-02,2021,5,29.8,76.0,0.0,3.1341463414634063,0.7231583642651458
2021-05-03,2021,5,29.7,76.0,0.0,3.1341463414634063,1.2272170638408113
2021-05-04,2021,5,29.5,72.0,0.0,0.0,2.2353344629921708
2021-05-05,2021,5,29.5,78.0,0.0,5.3390243902438925,2.2353344629921708
2021-05-06,2021,5,27.6,81.0,36.8,8.646341463414615,11.812449754930071
2021-05-07,2021,5,28.8,80.0,4.0,7.543902439024379,5.763745360021915
2021-05-08,2021,5,29.2,78.0,0.4,5.3390243902438925,3.747510561719224
2021-05-09,2021,5,28.4,80.0,47.0,7.543902439024379,7.779980158324662
2021-05-10,2021,5,29.7,76.0,3.5,3.1341463414634063,1.2272170638408113
2021-05-11,2021,5,29.9,73.0,0.0,0.0,0.21909966468945186
2021-05-12,2021,5,30.1,74.0,0.0,0.9292682926829201,0.0
2021-05-13,2021,5,29.6,76.0,0.0,3.1341463414634063,1.7312757634164768
2021-05-14,2021,5,29.8,71.0,0.0,0.0,0.7231583642651458
2021-05-15,2021,5,29.8,72.0,0.0,0.0,0.7231583642651458
2021-05-16,2021,5,30.1,72.0,0.0,0.0,0.0
2021-05-17,2021,5,29.8,75.0,0.0,2.0317073170731703,0.7231583642651458
2021-05-18,2021,5,27.3,82.0,92.2,9.748780487804865,13.324625853657125
2021-05-19,2021,5,29.1,77.0,0.0,4.236585365853642,4.25156926129489
2021-05-20,2021,5,29.6,74.0,0.0,0.9292682926829201,1.7312757634164768
2021-05-21,2021,5,29.1,77.0,0.2,4.236585365853642,4.25156926129489
2021-05-22,2021,5,28.9,76.0,0.0,3.1341463414634063,5.259686660446249
2021-05-23,2021,5,29.1,76.0,0.0,3.1341463414634063,4.25156926129489
2021-05-24,2021,5,29.5,77.0,0.0,4.236585365853642,2.2353344629921708
2021-05-25,2021,5,28.5,77.0,10.0,4.236585365853642,7.275921458748968
2021-05-26,2021,5,29.1,76.0,0.0,3.1341463414634063,4.25156926129489
2021-05-27,2021,5,29.7,73.0,0.0,0.0,1.2272170638408113
2021-05-28,2021,5,29.8,74.0,0.0,0.9292682926829201,0.7231583642651458
2021-05-29,2021,5,27.5,83.0,0.0,10.851219512195101,12.316508454505765
2021-05-30,2021,5,28.5,80.0,9.5,7.543902439024379,7.275921458748968
2021-05-31,2021,5,29.3,79.0,0.0,6.4414634146341285,3.24345186214353
2021-06-01,2021,6,28.8,81.0,0.0,2.4015378391663265,1.9428976450683777
2021-06-02,2021,6,29.0,80.0,0.2,2.3484022045358004,1.6802987389336437
2021-06-03,2021,6,28.9,83.0,0.0,2.5078091084273786,1.8115981920010071
2021-06-04,2021,6,30.2,77.0,6.7,2.188995300644222,0.10470530212523244
2021-06-05,2021,6,29.3,78.0,0.0,2.2421309352747483,1.286400379731539
2021-06-06,2021,6,29.5,78.0,0.0,2.2421309352747483,1.023801473596805
2021-06-07,2021,6,28.1,80.0,31.4,2.3484022045358004,2.8619938165399432
2021-06-08,2021,6,29.1,76.0,0.0,2.135859666013696,1.5489992858662731
2021-06-09,2021,6,29.1,77.0,2.2,2.188995300644222,1.5489992858662731
2021-06-10,2021,6,29.4,76.0,0.0,2.135859666013696,1.1551009266641756
2021-06-11,2021,6,28.7,79.0,0.0,2.2952665699052743,2.074197098135741
2021-06-12,2021,6,28.9,78.0,16.0,2.2421309352747483,1.8115981920010071
2021-06-13,2021,6,29.5,76.0,1.0,2.135859666013696,1.023801473596805
2021-06-14,2021,6,28.7,78.0,0.0,2.2421309352747483,2.074197098135741
2021-06-15,2021,6,28.1,78.0,0.4,2.2421309352747483,2.8619938165399432
2021-06-16,2021,6,28.1,80.0,0.0,2.3484022045358004,2.8619938165399432
2021-06-17,2021,6,27.8,83.0,1.4,2.5078091084273786,3.255892175742048
2021-06-18,2021,6,27.4,84.0,0.2,2.5609447430579038,3.781089988011523
2021-06-19,2021,6,26.0,92.0,0.9,2.9860298201021123,5.619282330954661
2021-06-20,2021,6,27.0,83.0,16.7,2.5078091084273786,4.306287800280991
2021-06-21,2021,6,26.5,85.0,1.6,2.61408037768843,4.9627850656178225
2021-06-22,2021,6,27.6,79.0,0.0,2.2952665699052743,3.518491081876782
2021-06-23,2021,6,27.8,81.0,0.0,2.4015378391663265,3.255892175742048
2021-06-24,2021,6,27.3,81.0,0.0,2.4015378391663265,3.9123894410788864
2021-06-25,2021,6,28.5,78.0,0.0,2.2421309352747483,2.336796004270475
2021-06-26,2021,6,29.0,78.0,0.0,2.2421309352747483,1.6802987389336437
2021-06-27,2021,6,28.9,78.0,0.0,2.2421309352747483,1.8115981920010071
2021-06-28,2021,6,28.4,78.0,0.0,2.2421309352747483,2.4680954573378457
2021-06-29,2021,6,28.5,74.0,0.0,2.029588396752644,2.336796004270475
2021-06-30,2021,6,27.5,82.0,0.4,2.4546734737968525,3.6497905349441524
2021-07-01,2021,7,26.3,86.0,1.0,6.65409331602493,10.092025053743953
